class_type,title,alt_labels,description,skill_type,source
Skill,SWFTools,,2D animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_2D_animation_software
Skill,Swift (computer programming),,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Swift.",knowledge,ESCO
Skill,Swift 3D,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,SWiSH Max,,2D animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_2D_animation_software
Skill,synchronise sound with images,synchronise sounds with images;match sound with images;synchronise sound with image;synchronising sound with images;coordinate sound with images,Synchronise recorded sound with footage.,skill,ESCO
Skill,synchronise with mouth movements,match with mouth movements;coordinate with mouth movements;synchronise with mouth movement;synchronise with movements of the mouth;synchronising with mouth movements,Synchronise sound recording with the mouth movements of the original actor.,skill,ESCO
Skill,SyncSketch,,Real-time collaborative media review in the cloud,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660232
Skill,Synfig,Synfig Studio,The computer program Synfig is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by Robert Quattlebaum.,knowledge,ESCO
Skill,synthesise research publications,write research publications,"Read and interpret scientific publications that present a research problem, the methodology, its solution and hypothesis. Compare them and extract the information needed.",skill,ESCO
Skill,system backup best practice,disaster recovery best practice,The procedures related to preparing for recovery or continuation of technology infrastructure vital to an organisation.,knowledge,ESCO
Skill,systems development life-cycle,application development life-cycle,"The sequence of steps, such as planning, creating, testing and deploying and the models for the development and life-cycle management of a system.",knowledge,ESCO
Skill,systems theory,,"The principles that can be applied to all types of systems at all hierarchical levels, which describe the system's internal organisation, its mechanisms of maintaining identity and stability and achieving adaptation and self-regulation and its dependencies and interaction with the environment.",knowledge,ESCO
Skill,Tabletopia,,Playtest and game design platform,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660234
Skill,take pharmaceutical inventory,take stock of pharmaceuticals;take inventory of pharmaceuticals;take pharmaceutical stock,"Take stock of medications, chemicals, and supplies, entering the inventory data into a computer, receiving and storing incoming supplies, verifying the supplied quantities against invoices, and informing supervisors of stock needs and possible shortages.",skill,ESCO
Skill,task algorithmisation,,The techniques to convert unstructured descriptions of a process into step-by-step sequence of actions of a finite number of steps.,knowledge,ESCO
Skill,teach digital literacy,teaches digital literacy;educate on digital literacy;explain digital literacy;provide instruction on digital literacy;teaching digital literacy;teach computer literacy,"Instruct students in the theory and practice of (basic) digital and computer competency, such as typing efficiently, working with basic online technologies, and checking email. This also includes coaching students in the proper use of computer hardware equipment and software programmes.",skill,ESCO
Skill,TeamViewer,,Remote desktop,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660236
Skill,Tekla Structures,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,TensorFlow,,End-to-end machine learning platform,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660237
Skill,Teradata Database,Teradata Integrated Data Warehouse;Teradata,"The computer program Teradata Database is a tool for creating, updating and managing databases, developed by the software company Teradata Corporation.",knowledge,ESCO
Skill,test for behavioural patterns,discern patterns in behavior;test for behavioural pattern;discern pattern in behaviour;test for behavioral pattern;test for behavioral patterns;discern patterns in behaviour,Discern patterns in the behaviour of individuals by using various tests in order to understand the causes of their behaviour.,skill,ESCO
Skill,test for emotional patterns,test for patterns in emotions;emotional-patterns test;discern patterns in emotions;emotional pattern test;emotional-patterns-test;diagnose emotional patterns,Discern patterns in the emotions of individuals by using various tests in order to understand the causes of these emotions.,skill,ESCO
Skill,test ground system performance,assess functionality of ground systems;develop tests for performance of ground systems;develop tests for ground system performance;test performance of ground systems;assess performance of ground systems;carry out ground systems performance testing;conduct ground system performance testing;test functionality of ground systems;perform ground systems performance testing;execute ground systems performance testing,Develop test strategies for complex software and hardware products; include troubleshooting and system support; calculate system performance.,skill,ESCO
Skill,test ICT queries,,Assess that developed queries return and execute correct actions and data.,skill,ESCO
Skill,test system accessibility for users with special needs,,Examine whether software interface complies with standards and regulations so that the system can be used by people with special needs.,skill,ESCO
Skill,TexGraph,,Procedural Texture Generation,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660238
Skill,Texturelab,,Procedural Texture Generation,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660239
Skill,THC Hydra,,The package THC Hydra is a parallelized login cracker which tests security weaknesses of the systems' protocols for potentially unauthorised access to system information. The main features include network logon cracker and passwords reading and printing.,knowledge,ESCO
Skill,theatre techniques,theatre approaches;theatre technique;theatre techniques;theatre methods,Understand techniques that facilitate a successful presentation of a play.,knowledge,ESCO
Skill,"Tik Manager (Maya, 3DS Max, Houdini & Nuke)",,Vfx scene management,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660240
Skill,Tilt Brush,,3D modeling in VR,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660241
Skill,Toggl,,Project team and task management,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660242
Skill,tools for ICT test automation,tools for test automation;test automation tools;Selenium,"The specialised software to execute or control tests and compare predicted testing outputs with actual testing results such as Selenium, QTP and LoadRunner",knowledge,ESCO
